,0,1
0,0.9659275,0.97064686
1,0.9579139,0.96209407
2,0.9589395,0.9641777
3,0.9564359,0.9612855
4,0.9485582,0.95250654
5,0.9565296,0.9619802
6,0.94785523,0.9521203
7,0.9543338,0.95872784
8,0.94503975,0.9500052
9,0.9450048,0.94961536
10,0.9405447,0.9452399
11,0.94206727,0.9468454
12,0.93948185,0.94387877
13,0.9361161,0.94057226
14,0.9320128,0.93684435
15,0.92694443,0.93153036
16,0.9354836,0.9404329
17,0.92788327,0.93193126
18,0.9335929,0.93828106
19,0.9304781,0.9354218
20,0.92862296,0.9328668
21,0.93972754,0.94501364
22,0.93816763,0.9424883
23,0.94570905,0.95010877
24,0.94097376,0.9459578
25,0.9395486,0.94421446
26,0.9228817,0.92726254
27,0.9206185,0.92587185
28,0.9075287,0.9118446
29,0.9043245,0.9083986
30,0.8922037,0.89672434
31,0.8837067,0.8879888
32,0.88264143,0.8873408
33,0.8842559,0.88870084
34,0.8901641,0.89432275
35,0.88507724,0.8892517
36,0.89008886,0.89509463
37,0.8899989,0.89466584
38,0.8899706,0.89417934
39,0.8839623,0.8886198
40,0.8785102,0.88316464
41,0.8714679,0.8758421
42,0.8748808,0.8796214
43,0.87392867,0.87808263
44,0.8883368,0.89280057
45,0.89132106,0.8956294
46,0.90178204,0.906312
47,0.9046098,0.9095106
48,0.9016436,0.9061421
49,0.90300393,0.9080428
50,0.8999665,0.90465415
51,0.91145205,0.9160669
52,0.91201377,0.91621697
53,0.9110657,0.9153081
54,0.9206426,0.92607427
55,0.91391647,0.9180819
56,0.9185507,0.9232006
57,0.91160977,0.9166336
58,0.9131913,0.9175626
59,0.9108516,0.91539395
60,0.8997327,0.9040078
61,0.89604306,0.90083027
62,0.896837,0.9017017
63,0.89939296,0.9034524
64,0.9007594,0.9050485
65,0.8986858,0.90332484
66,0.8996612,0.9043474
67,0.9027716,0.9075166
68,0.9042017,0.9086702
69,0.9067169,0.9112425
70,0.9059949,0.9105834
71,0.9000326,0.9044528
72,0.8981314,0.90299296
73,0.89360327,0.8981947
74,0.8991215,0.9036448
75,0.896348,0.9005791
76,0.8930416,0.89733195
77,0.8928156,0.8977827
78,0.89234126,0.8968773
79,0.8909303,0.8951864
80,0.8823864,0.8868644
81,0.88477296,0.8896997
82,0.8812263,0.8854711
83,0.88155115,0.8857876
84,0.8801897,0.88490963
85,0.88964283,0.89430594
86,0.89151263,0.8956258
87,0.895274,0.89982164
88,0.8948283,0.8996805
89,0.90216434,0.9069222
90,0.9032894,0.90772367
91,0.9027111,0.90716386
92,0.910009,0.9150739
93,0.9123621,0.91674614
94,0.91902095,0.92347693
95,0.9303733,0.9355186
96,0.93888986,0.9433124
97,0.9384907,0.9428034
98,0.9403118,0.9456909
99,0.940416,0.94533885
100,0.9639591,0.9690709
101,0.9625982,0.9665431
102,0.9658859,0.9703572
103,0.96800905,0.9738183
104,0.9812206,0.9862219
105,0.9913549,0.9957776
106,0.9970583,1.0018938
107,0.9971795,1.0021104
108,1.0020392,1.0072321
109,0.995615,1.0003662
110,0.9888938,0.99361324
111,0.98501897,0.9901868
112,0.98129624,0.9858283
113,0.9802185,0.984661
114,0.9736275,0.97826016
115,0.9725997,0.9774134
116,0.97213745,0.9769453
117,0.96506727,0.9694407
118,0.9673351,0.97238576
119,0.9653312,0.9700726
120,0.972996,0.9775728
121,0.9755929,0.98034286
122,0.9765958,0.98119533
123,0.9764177,0.9813509
124,0.96991605,0.97472596
125,0.96710783,0.9719739
126,0.9575033,0.962114
127,0.9560308,0.9607521
128,0.95206857,0.9566432
129,0.94745445,0.95173514
130,0.9512628,0.9562464
131,0.9451724,0.9495475
132,0.95220363,0.95699334
133,0.9379951,0.94241536
134,0.93844974,0.94329774
135,0.9344195,0.93942344
136,0.9401965,0.9445673
137,0.93505704,0.93923783
138,0.92345554,0.92791677
139,0.9219575,0.92725325
140,0.91732013,0.921819
141,0.916091,0.9202447
142,0.9000267,0.9043217
143,0.9039482,0.9090866
144,0.8923774,0.8964803
145,0.8962684,0.90064824
146,0.893859,0.89867496
147,0.89170337,0.89568186
148,0.88755184,0.8921206
149,0.8865833,0.8915503
150,0.89326835,0.8977692
151,0.8892453,0.8932004
152,0.88413155,0.8886889
153,0.878631,0.88355887
154,0.8798359,0.8843955
155,0.8847482,0.88916886
156,0.87164366,0.8753829
157,0.8740841,0.87910616
158,0.8685862,0.8733257
159,0.87381124,0.8778722
160,0.87163657,0.8761023
161,0.8748759,0.8794129
162,0.87968767,0.8841864
163,0.8770638,0.88130796
164,0.88288736,0.88778543
165,0.88174015,0.88626754
166,0.88291144,0.88719165
167,0.8880305,0.8929881
168,0.884711,0.8888897
169,0.88207835,0.88642335
170,0.873033,0.8778863
171,0.8618833,0.8662311
172,0.8620987,0.866881
173,0.8572017,0.86138165
174,0.85775673,0.8616921
175,0.8454755,0.8497
176,0.8527499,0.85779345
177,0.8546485,0.8589344
178,0.8598156,0.8636941
179,0.8626007,0.867352
180,0.8749049,0.87970483
181,0.87024486,0.8740535
182,0.8608217,0.8653854
183,0.854254,0.8596926
184,0.846833,0.85100746
185,0.84901917,0.8532684
186,0.84475815,0.848966
187,0.840982,0.8448459
188,0.83423316,0.83876073
189,0.83272994,0.8374895
190,0.83982646,0.84425616
191,0.8416988,0.84559584
192,0.83554363,0.83957696
193,0.8420645,0.8472414
194,0.8448372,0.84919333
195,0.84593976,0.84976006
196,0.8385031,0.8431339
197,0.83353543,0.83825314
198,0.8386373,0.8432567
199,0.83519405,0.8390887
200,0.8404031,0.84474015
201,0.8391273,0.8435619
202,0.84870046,0.8531363
203,0.8444705,0.84863985
204,0.8450527,0.84962
205,0.84646535,0.8513552
206,0.8460883,0.85019135
207,0.84593487,0.8502476
208,0.83888924,0.8433312
209,0.84157526,0.8461784
210,0.84693265,0.8514297
211,0.85170805,0.85570014
212,0.8567912,0.8611754
213,0.86119497,0.8658544
214,0.86876255,0.87333286
215,0.8746718,0.8792108
216,0.8693991,0.87365425
217,0.8636465,0.8683846
218,0.86091495,0.8658929
219,0.8595159,0.8637316
220,0.85299456,0.8569751
221,0.85142106,0.85607576
222,0.8511015,0.8555242
223,0.8514548,0.85553443
224,0.8539505,0.85853195
225,0.84866333,0.8529016
226,0.8514308,0.85602665
227,0.8692442,0.8743923
228,0.86485136,0.86808586
229,0.872553,0.87720835
230,0.85604346,0.8609953
231,0.8675489,0.872427
232,0.86041224,0.8646927
233,0.8682611,0.8725201
234,0.8633686,0.86771524
235,0.87173194,0.87630165
236,0.8624675,0.8666464
237,0.8628256,0.8675207
238,0.8601068,0.8649843
239,0.8605231,0.86462176
240,0.8580281,0.8623111
241,0.8588547,0.86348474
242,0.8634221,0.86784077
243,0.863178,0.867319
244,0.83823824,0.8420881
245,0.8343738,0.8400165
246,0.8251425,0.829769
247,0.8228658,0.82611203
248,0.81061023,0.8147867
249,0.8079108,0.8124701
250,0.8185016,0.82287836
251,0.8047316,0.8079324
252,0.8147843,0.81987107
253,0.8080927,0.8126217
254,0.813985,0.8176812
255,0.8156313,0.82045496
256,0.8126914,0.81671345
257,0.82222426,0.8266978
258,0.80832267,0.81233776
259,0.7940925,0.7982378
260,0.79082525,0.7963128
261,0.78453255,0.7883303
262,0.78755635,0.7911116
263,0.7691834,0.7730751
264,0.77998036,0.78485596
265,0.78028023,0.7842734
266,0.78622645,0.7897184
267,0.7779219,0.78230107
268,0.78144854,0.78623056
269,0.7805783,0.78472805
270,0.77663743,0.7805034
271,0.7632844,0.7675265
272,0.75999504,0.7646636
273,0.759412,0.7635399
274,0.76340014,0.7670673
275,0.7540891,0.7577108
276,0.7485285,0.7529272
277,0.7487353,0.753441
278,0.75635725,0.7602892
279,0.75862217,0.76216507
280,0.766621,0.7709087
281,0.77461505,0.7788956
282,0.781712,0.7856579
283,0.785242,0.789652
284,0.77695453,0.78119934
285,0.7718363,0.77642834
286,0.7633883,0.7679192
287,0.76910794,0.77335167
288,0.7718679,0.77555823
289,0.7663606,0.76978624
290,0.7726629,0.77750385
291,0.7706065,0.7747842
292,0.7766677,0.78061247
293,0.7767316,0.78124046
294,0.7714991,0.77539754
295,0.7657999,0.7701111
296,0.77032864,0.7752061
297,0.7763268,0.7800869
298,0.772151,0.7754921
299,0.7712604,0.77600133
300,0.7715989,0.776158
301,0.7746891,0.77853906
302,0.77680504,0.7810739
303,0.77435374,0.7784456
304,0.77265465,0.7767974
305,0.7687907,0.7732141
306,0.7727399,0.7771236
307,0.76729804,0.77101946
308,0.7712209,0.77555275
309,0.7680551,0.77228034
310,0.76391965,0.76770186
311,0.7593342,0.76385784
312,0.7719835,0.776739
313,0.7792829,0.7826624
314,0.7803751,0.783931
315,0.77219707,0.7768942
316,0.7667017,0.7713932
317,0.757689,0.7619256
